Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0Hg6INjqcBdIwtRCBKBGqg,"Otanhunu","Otanhunu","Marijata;Ata Kak",2024-04-05,453995,4,false,soundwayrecs,2024-04-05T08:51:04Z,"highlife","Soundway Records Ltd",0.731,0.946,7,-10.258,1,0.0418,0.00105,0.315,0.128,0.929,122.835,4
spotify:track:33QHm7jL602ZYnYode81hO,"M'akoma Nnwom","M'akoma Nnwom","Kwashibu Area Band",2025-03-06,269859,21,false,soundwayrecs,2025-03-06T10:13:54Z,"highlife,afrobeat,hiplife","Soundway Records Ltd",0.66,0.915,11,-8.148,0,0.0522,0.233,0.902,0.125,0.8,91.097,4
spotify:track:4l5e22ngqHqQEyQhw9ue5l,"Sabir","Sabir","Dar Disku;Billur Battal",2024-09-03,215935,14,false,soundwayrecs,2024-09-03T08:29:26Z,"","Soundway Records Ltd",0.736,0.734,9,-9.506,0,0.0349,0.0214,0.052,0.104,0.884,109.995,4
spotify:track:05N1zz1HXSUdAjVoqQlCCU,"Abdel Kader","Abdel Kader","Cheb Mimoun;Dar Disku",2020-12-04,376000,24,false,soundwayrecs,2024-06-04T14:34:52Z,"marokkaanse chaabi,raï","Dar Disku Records (Under license from MLP © 2020)",0.599,0.772,2,-8.219,0,0.0442,0.0044,0.0067,0.0567,0.913,105.005,4
spotify:track:0DISz9ZZA9T2jyrfJ2wdej,"Mazunte","Mazunte","Flamingo Pier",2024-07-19,264834,33,false,soundwayrecs,2024-07-19T15:23:04Z,"nu disco","Soundway Records Ltd",0.738,0.761,5,-7.341,0,0.0382,0.0263,0.655,0.0973,0.327,124.069,4
spotify:track:28iHl9c6orO6yf6L5kWalZ,"7 Apaixonados","Sai do Coração","Nuno Beats",2024-06-21,186947,2,false,soundwayrecs,2024-11-28T09:55:50Z,"kuduro,singeli,afrohouse","Príncipe",0.752,0.214,6,-9.983,0,0.386,0.564,0.93,0.107,0.591,189.976,4
spotify:track:4hD7qoKfofekqCt3Bwyq72,"Escravos de Jó","Hotmosphere","Dom Um Romao",1976-01-01,244093,30,false,soundwayrecs,2024-11-28T09:59:59Z,"braziliaanse jazz,bossanova,latin jazz","Original Jazz Classics",0.358,0.601,5,-11.159,0,0.0361,0.307,0.00391,0.425,0.56,115.914,4
spotify:track:5qxZ6dsTvPZ6K7Cu3KCGbc,"Dbayli","Dbayli","Dar Disku;Yacine El Khaldi",2024-07-09,253626,10,false,soundwayrecs,2024-07-15T09:02:58Z,"","Soundway Records Ltd",0.701,0.662,6,-10.706,0,0.0348,0.0778,0.00135,0.069,0.959,127.998,4
spotify:track:6HNe2fozm5lvsmmV2tPwTQ,"Afro Tropical","Afro Tropical","IVANN",2021-03-27,151708,53,false,soundwayrecs,2025-03-24T09:40:02Z,"shatta,kuduro","RCA Group",0.837,0.558,10,-9.073,0,0.0897,0.062,0.805,0.0991,0.684,120.027,4
spotify:track:7LIu1X6KJT47toXUZcv0j0,"Second Hand Song","Second Hand Song","Wrong Way Up",2024-06-26,159415,5,false,soundwayrecs,2024-06-26T08:59:26Z,"","Soundway Records Ltd",0.765,0.513,10,-9.354,0,0.0708,0.00804,0,0.048,0.923,103.043,4
spotify:track:3btvwWoGAdEJonpeIP64Vq,"Gye Wani","Gye Wani","Pat Thomas",2024-03-06,323969,10,false,soundwayrecs,2024-03-06T10:14:03Z,"highlife,hiplife,afrobeat","Soundway Records Ltd",0.73,0.924,9,-8.869,0,0.288,0.236,0.000704,0.059,0.578,109.29,4
spotify:track:6igjZ309vuhMDpFb4Catli,"Peaceful Dub","Peace & Harmony","Harry Mosco",1979-01-01,368392,22,false,soundwayrecs,2024-03-11T11:41:05Z,"afropop,afrobeat","Soundway Records Ltd",0.785,0.859,6,-7.939,0,0.071,0.0581,0.758,0.137,0.964,132.006,4
spotify:track:1lpMht4zhrbWlqnYZ3QC7P,"Oduduwa","Oduduwa / Were Oju Le (The Eyes Are Getting Red)","Oluko Imo",2024-02-09,349604,5,false,soundwayrecs,2024-02-19T16:23:27Z,"","Soundway Records Ltd",0.475,0.892,9,-6.006,0,0.169,0.115,0.0609,0.0694,0.855,96.557,4
spotify:track:7zOsw5OVNRh86UIA0uWMvk,"Hold Me Tonight","Hold Me Tonight","Sai Galaxy;Steve Monite",2024-01-26,355619,15,false,soundwayrecs,2024-01-26T14:13:21Z,"","Soundway Records Ltd",0.618,0.561,2,-11.469,1,0.0574,0.000738,0.496,0.0553,0.884,125.199,4
spotify:track:09nhIv2xf4jgq0Lm0DF8xn,"Were Oju Le (The Eyes Are Getting Red) - Edit","Were Oju Le (The Eyes Are Getting Red) [Edit]","Oluko Imo;Fela Kuti",2024-01-19,323085,6,false,soundwayrecs,2024-01-26T14:13:15Z,"afrobeat,highlife,afropop","Soundway Records Ltd",0.708,0.639,2,-8.612,0,0.0857,0.619,0.00616,0.069,0.951,95.299,4
spotify:track:1vNJOnLPnKg9mRzab8ceVb,"cycli infini - excerpt","cycli infini (excerpt)","Felbm",2023-06-02,236642,15,false,soundwayrecs,2023-06-02T22:33:03Z,"ambient jazz","Soundway Records Ltd",0.276,0.26,8,-20.838,1,0.0414,0.98,0.917,0.193,0.136,99.835,4
spotify:track:0M50LKqpbR1sSz8ml8g027,"Brass Mechanics","Brass Mechanics","Motion Graphics",2016-08-08,213809,7,false,soundwayrecs,2023-07-06T05:38:40Z,"avant-garde","Domino Recording Co",0.713,0.304,5,-7.432,0,0.323,0.955,0.000365,0.135,0.754,119.828,4
spotify:track:2Izh5VW5p4g1KRnYCmAZNA,"The Surface Of The Water","The Surface Of The Water","Circus Underwater",2023-07-26,197986,2,false,soundwayrecs,2023-08-20T06:12:24Z,"krautrock","Soundway Records Ltd",0.513,0.456,0,-11.956,1,0.0488,0.0142,0.42,0.0547,0.617,145.27,4
spotify:track:54Arx9f1RFT2QpndQR2iCg,"Moon","In Search of a Better Tomorrow","EABS;Jaubi",2023-05-12,104911,9,false,soundwayrecs,2023-06-29T01:15:43Z,"nu jazz,jazz fusion,experimentele jazz,jazz,indie jazz,ambient jazz","Astigmatic Records",0.179,0.124,0,-17.231,1,0.0336,0.732,0.000115,0.136,0.0758,80.51,3
spotify:track:0a5iBtLboMmPfMqnk2ObID,"Kokonibaka","Bibirosi","William Takaku;Pidia Kaur Group;Kamalita Tibola",2013,129306,6,false,soundwayrecs,2023-06-03T07:05:58Z,"","Wantok Musik",0.321,0.243,1,-16.418,1,0.0428,0.948,0.728,0.11,0.0473,70.901,4
spotify:track:2irMaYF8DQXBz6ILPvTdmr,"Thema Maboneng","Thema Maboneng","Abacothozi",1975-12-29,382534,14,false,soundwayrecs,2023-11-10T00:57:36Z,"","The Gallo Record Company Vault",0.724,0.51,11,-13.333,0,0.0754,0.0892,0.885,0.139,0.883,115.02,4
spotify:track:2bi5A2WWHW14OYP9Dxh32X,"The Longest Shadow","Craterellus Tubaeformis","Skinshape;Andy Platts",2023-11-10,265390,30,false,soundwayrecs,2023-11-18T23:23:21Z,"","Lewis Recordings",0.784,0.526,0,-10.161,1,0.0479,0.0276,0.00595,0.0774,0.963,79.768,4
spotify:track:4b1dW0Msi3ksTI3ZvFURfQ,"Odissi, Pt. III (Farewell)","Indiamore","Chassol",2013-04-01,301493,9,false,soundwayrecs,2023-08-20T06:00:43Z,"plunderphonics","Tricatel",0.368,0.796,6,-13.316,1,0.0366,0.293,0.897,0.112,0.213,197.377,4
spotify:track:65mRq2v09izLLDenAdS1vg,"Mambu Ma Miondo","1972 / 1973 / 1974","Franco;TPOK Jazz",1993-01-01,296560,10,false,soundwayrecs,2023-07-18T00:33:13Z,"rumba congolaise,ndombolo,coupé décalé","Editions Populaires",0.553,0.459,6,-10.975,1,0.0833,0.768,0.000575,0.125,0.771,155.453,3
spotify:track:0CWVzz9ZRmm3GRyZdf3Y4K,"Wassolon- foli","Les ambassadeurs internationaux","Salif Keita;Les Ambassadeurs",2012,434320,10,false,soundwayrecs,2023-08-19T04:31:08Z,"afrohouse,afropop","King Music Abidjan",0.735,0.587,5,-10.575,0,0.0608,0.497,0.000154,0.0714,0.893,115.253,4
spotify:track:4EPy6arkigxbAYyJ7ANTVR,"Kukisantu kikwenda ko","Le folklore de chez nous","Franco",2006-01-01,283306,1,false,soundwayrecs,2023-10-19T19:47:45Z,"rumba congolaise,ndombolo,coupé décalé","Editions Populaires",0.714,0.652,6,-3.807,1,0.148,0.707,0.00000509,0.0597,0.857,90.69,3
spotify:track:0IPAr9x0VOpCnk2hNuk5aO,"Yabaal","Dur Dur of Somalia - Vol. 1, Vol. 2 (Analog Africa No. 27)","Dur-Dur Band",2018-09-14,357480,34,false,soundwayrecs,2023-08-23T21:18:04Z,"","Analog Africa",0.621,0.784,4,-10.166,1,0.111,0.177,0.0973,0.234,0.788,108.772,4
spotify:track:41mw3jdC9wVwtjaR2AOkCF,"Arpegio","Parábola","Rodolfo Alchourrón",1980-11-11,309853,4,false,soundwayrecs,2023-04-25T22:53:01Z,"","Discos Melopea",0.241,0.311,7,-15.077,1,0.0352,0.894,0.922,0.0943,0.111,170.559,4
spotify:track:1PNmj70QGqATvDU3yjAy7s,"Red Valley","Days Like Now","Huw Marc Bennett",2023-07-21,320677,18,false,soundwayrecs,2023-08-04T00:15:22Z,"","Albert's Favourites",0.672,0.484,4,-14.203,0,0.0335,0.45,0.832,0.103,0.512,88.48,4
spotify:track:75AsQ1hCG30EItuXW8NceO,"Kohan","Kohan","The Circling Sun",2023-04-12,415961,4,false,soundwayrecs,2023-04-15T01:06:20Z,"","Soundway Records Ltd",0.554,0.544,8,-10.043,1,0.0324,0.376,0.685,0.0838,0.84,127.824,4
spotify:track:0KzJrsdD6ZBYSBTif7GGrl,"Krazy Kat","Action Printing","Teddy Lasry",1975-05-30,133440,3,false,soundwayrecs,2023-08-20T06:11:48Z,"","Kosinus",0.799,0.76,7,-13.738,1,0.0542,0.411,0.845,0.104,0.882,103.96,4
spotify:track:1ccd27tNPOfhc4LVjYZH12,"Ruiselede (feat. Tigran Hamasyan)","Ancient Mechanisms","LV;Tigran Hamasyan",2015-10-09,305573,20,false,soundwayrecs,2023-06-24T02:01:01Z,"uk funky,jazz fusion,jazz,experimentele jazz","Brownswood Recordings",0.359,0.272,6,-16.903,1,0.039,0.764,0.644,0.378,0.0424,58.687,3
spotify:track:3dCXjpi9DU3ZFoOWPJeNLI,"Kele Ngele","The Collection","Rex Omar",2007-01-01,264973,3,false,soundwayrecs,2023-08-20T06:02:00Z,"hiplife,highlife,azonto,ghanese hiphop","Rex Omar",0.82,0.674,6,-6.921,0,0.0576,0.0939,0.0194,0.102,0.688,92.007,4
spotify:track:5cAvTMbAQMd2sWdQs3aMTL,"Feej","Synthesized Sudan: Astro-Nubian Electronic Jaglara Dance Sounds from the Fashaga Underground","Jantra",2023-06-16,187013,18,false,soundwayrecs,2023-07-19T03:17:08Z,"singeli","Ostinato Records LLC",0.225,0.787,5,-7.246,0,0.0405,0.00273,0.841,0.135,0.464,80.74,4
spotify:track:0Onz63PhRf8dIEJFPW3bGy,"Ghinawa","Angola 72/74","Bonga",2011-03-17,320156,10,false,soundwayrecs,2023-08-17T11:23:51Z,"kizomba,fado","Lusafrica",0.531,0.606,7,-10.492,0,0.0504,0.649,0.884,0.11,0.545,143.475,4
spotify:track:1yjp7lHdkgq29bE6lFz1hy,"Mama Yo Mama Yo","Backslider EP","Pigeon",2023-06-16,283636,29,false,soundwayrecs,2023-06-15T23:26:38Z,"","Soundway Records Ltd",0.777,0.602,2,-9.763,1,0.0596,0.0859,0.0471,0.726,0.816,120.028,4
spotify:track:3xynzpruagu07PZh99nbUU,"Atoeloembe","Papa Lekker","The Twinkle Stars",1980-10-24,288243,3,false,soundwayrecs,2023-07-10T00:30:44Z,"nederpop,hollands,indorock","Dureco",0.584,0.786,8,-4.248,1,0.0827,0.0863,0.0000148,0.05,0.865,145.147,5
spotify:track:5qRHlLnt7g4kVg5F36efnw,"Milano Caravan","Milano Caravan","Reuben Vaun Smith",2023-06-23,194880,5,false,soundwayrecs,2023-07-04T02:24:20Z,"","Ubiquity Records",0.713,0.796,1,-8.003,0,0.0381,0.000262,0.867,0.112,0.954,126.025,4
spotify:track:1R7SYya2J8Ks3UvxbUeLQR,"Flotational Device","Do Me Like That / Flotational Device","E. Live",2015-10-01,273846,23,false,soundwayrecs,2023-06-22T21:05:05Z,"nu disco,jazz funk","Star Creature Universal Vibrations",0.67,0.903,8,-5.436,1,0.0523,0.00602,0.223,0.0931,0.824,116.985,4
spotify:track:1FDYoPUxnEPIRzNU02IpBE,"Mjondolo","Amigo","Taboo",1988-01-01,275200,1,false,soundwayrecs,2023-06-22T23:21:50Z,"italo dance","WFN Distribution (Pty) Ltd",0.724,0.774,7,-10.654,1,0.0437,0.00435,0.91,0.0851,0.968,107.534,4
spotify:track:48MbyQthqpu0inKXmT4rFd,"Unimvwesha Shuga","Zango","WITCH;Theresa Ng'ambi;Hanna Tembo",2023-06-02,222026,0,false,soundwayrecs,2023-06-18T23:13:45Z,"psychedelische rock,stonerrock,deep house","Desert Daze Sound",0.534,0.88,1,-7.427,1,0.0493,0.175,0.000349,0.0796,0.887,98.109,4
spotify:track:20MuP6KxQUQYQipqM7NeUo,"Pinc Sunset","Pinc Sunset (Radio Edit)","Huw Marc Bennett;Cleo Savva;Angela Christofilou",2023-05-18,235280,6,false,soundwayrecs,2023-05-31T01:11:09Z,"","Albert's Favourites",0.759,0.423,5,-11.778,0,0.0411,0.68,0.278,0.0687,0.553,88.99,4
spotify:track:1NvPCBga9m2Qcb5WYl7LWQ,"Te Kete Aronui","Bad Meditation","Mara TK",2021-05-07,208981,22,false,soundwayrecs,2023-05-31T00:39:59Z,"","Extra Soul Perception",0.638,0.266,2,-13.823,0,0.0331,0.323,0.0386,0.131,0.316,129.397,4
spotify:track:4epNpvg4VijLuve5nmVGCm,"Bubuj Bulan","Bubuj Bulan","Rully Djohan",2023-03-17,178500,7,false,soundwayrecs,2023-04-15T01:05:05Z,"exotica","Soundway Records Ltd",0.507,0.589,9,-12.058,0,0.0322,0.00093,0.0862,0.27,0.801,75.238,4
spotify:track:1KVzZeSMfJh6W0hsuaDqQX,"Amalume","Amalume (Lekani Mowa)","The Broadway Quintet",1976-01-01,268464,6,false,soundwayrecs,2023-05-28T23:56:36Z,"highlife","Sharp-Flat Records",0.613,0.393,0,-13.385,0,0.0828,0.286,0,0.107,0.909,64.182,4
spotify:track:2gMx9rgTNuBw7LxK6ge7jJ,"Mystery Music","Shango / Mystery Music","Frends",1977-01-01,225000,5,false,soundwayrecs,2023-04-29T22:57:31Z,"","Soundway Records Ltd",0.505,0.708,2,-10.099,0,0.0629,0.383,0.636,0.0616,0.815,113.775,4
spotify:track:1jlPLHM3WSJFXRxNam46VI,"Traces of Illusion","Traces of Illusion (Compiled by Skyrager)","The Bob Bath Band",2023-05-12,361746,6,false,soundwayrecs,2023-05-24T00:35:59Z,"","Spacetalk",0.596,0.702,9,-10.154,0,0.0378,0.132,0.818,0.0891,0.907,85.066,4
